MessageId,ReplyMessageId,Author,DateTime,Content
922,,Amin Mir,2019-05-26 22:32:56,😅🙏
921,,Ali Heydari,2019-05-26 22:32:41,فقط تمرین ۱۱
920,,Ali Heydari,2019-05-26 22:32:37,یعنی تمرین ۱۰ و یازده رو اگر فردا شب تحویل بدیم تاخیر نمیخوریم؟
919,,Ali Heydari,2019-05-26 22:32:36,سلام
918,,Ali Heydari,2019-05-26 21:53:09,راستی تمرین تا آخر فردا شب تمدید شده ولی فقط یه روز مهلت تاخیر داره.
917,915,Sauleh Eetemadi,2019-05-26 12:36:42,👌🙏
916,,سپهر هاشمی,2019-05-26 12:32:13,
915,,سپهر هاشمی,2019-05-26 12:32:12,
914,912,Hossein,2019-05-26 11:33:10,سلاممن طبق معمول همیشه ، رو به روی درب انجمن منتظرتون هستم.
913,911,Ali Heydari,2019-05-26 01:03:04,کلاس حل تمرین فردا ساعت ۱۲ تا ۱۳ محل: کلاس ۱۱۷
912,,Hossein,2019-05-26 00:02:17,سلامدوستانی که برای فردا(یکشنبه) وقت رزرو کرده اند ، لطفا راس ساعت تشریف بیارید که تداخل زمانی با هم نداشته باشید.هم لپتاپ بنده هست و هم میتونید با لپتاپ خودتون تست بدید.ممنونموفق باشید:)
911,884,Ali Heydari,2019-05-25 01:19:02,اینم تا آخر فردا شب رای بدید ببینیم چند چندید.
910,909,Fagh,2019-05-24 18:31:53,خیلی ممنون
909,908,Sauleh Eetemadi,2019-05-24 18:16:27,سلام.اینترنت تون مشکل داره.فیلتر شکن تون روشن بوده بعد crash کرده و تنظیمات proxy به حالت اولی بر نگشته.
908,,Fagh,2019-05-24 18:04:43,سلام,تستام ران نمیشن موقع rebuildهم این ارورارومیده بایدچیکارکنم؟
907,906,Hazhar Aziz,2019-05-24 18:01:29,خواهش میکنم
906,,Sahand,2019-05-24 18:01:19,ممنون
905,904,Hazhar Aziz,2019-05-24 18:01:07,dynamic
904,,Sahand,2019-05-24 18:00:45,سلام ارور زیر و هر چه قد سرچ کردم راه خوبی پیدا نکردم ممکنه کمک کنید Operator &apos;+&apos; can not be applied to operands of type &apos;_Type&apos; and &apos;_Type&apos;راه حلی که به ذهن خودم رسید این بود که با interface نوشتن برای Type_ محدودیت ایجاد کنیم ولی مشکلی که هست اینه باید این interface رو برای value type های مختلف پیاده سازی کنیم که من بلد نبودم
903,897,Sauleh Eetemadi,2019-05-24 16:37:19,با توجه به اعلامیه معاونت آموزشی فکر می‌کنم که درب کلاس‌ها هم قفل باشه و امکان برگزاری کلاس نباشه. اینه که با فرض اینکه این اعلامیه درست بوده و بعدا هم تکذیب نمیشه، شنبه صبح کلاس نداریم. بجاش یه کلاس جبرانی میگذاریم.روز خوبی داشته باشین.
902,892,Ali Heydari,2019-05-24 16:28:08,شما تلاشتون رو بکنید من با استاد صحبت می‌کنم. درباره‌ی برگزاری کلاس شنبه هم صحبت می‌کنم. ولی به امید تمدید شدن دست از کار نکشید چون قولی نمیدم. اگه تمدید نشه نهایتش اینه که ۸۰ درصد نمره رو می‌گیرید تا دوشنبه شما با این پیش‌فرض به تلاشتون ادامه بدید منم سعیم رو می‌کنم که استاد با تمدید موافقت کنه.
901,,Hossein,2019-05-24 15:14:59,سلام دوستانبنده فردا جهت تست تایپ از صبح دانشگاه هستم و کسانی که نوبت گرفته اند یا خواهند گرفت ، راس ساعت تشریف بیارند سایت دانشکده ؛ اما  با توجه به اینکه فردا کلاس های ساعت ۸ تا ۱۰ صبح از طرف معاونت دانشجویی تعطیل شده است ، در صورتی که نوبت گرفته اید ولی امکان حضور ندارید تا امشب قبل از ساعت ۹ به بنده اطلاع بدین.ممنونمنتظرتون هستم.
900,891,Sauleh Eetemadi,2019-05-24 14:57:46,این توضیح در مورد کلاس StringWriter. اینقدر که یادمه فکر می‌کنم مورد استفاده‌اش این است که چیزی را که در خروجی برنامه‌تون می‌نویسید (Console.WriteLine) را  تست کند.
898,892,Sauleh Eetemadi,2019-05-24 14:52:41,سلام. این دو تمرین قرار بود دو قسمت از یک تمرین باشند. و تمرین دوم (یازدهم) واقعا خیلی ساده است. اینه که سعی‌تون رو بکنید تا شنبه انجام بدین که بتوانیم تمرین بعدی را که در رابطه با Linq هست را شنبه یا یکشنبه اعلام کنیم.
897,894,Sauleh Eetemadi,2019-05-24 14:50:22,سلام.الان روز دوشنبه تعطیل شده،‌ دیگه شنبه هم تعطیل بشه دیگه خیلی از درس عقب می‌مونیم. اینه که من سر کلاس میام و طبق معمول کلاس را ضبط می‌کنم. کسانی که نمی‌توانند سر کلاس تشریف بیاورند ویدیو را ببینند و اگر اشکالی داشتند سر کلاس حل تمرین یا جلسه آینده سوال کنند.
895,894,Omid 👽,2019-05-24 13:45:26,همون دو سري تمرين ١٠ و ١١ ديگه
894,,𝕽𝖒𝖆𝖓,2019-05-24 13:44:32,تکلیف چیه؟
893,,𝕽𝖒𝖆𝖓,2019-05-24 13:44:27,🎓 ساعات کاری دانشگاه علم و صنعت ایران در روز‌های شنبه و چهارشنبه هفته آینده مطابق با ۱۹ و ۲۳ رمضان با دو ساعت تأخیر از ساعت ده صبح آغاز می‌شود.به گزارش پایگاه اطلاع رسانی دولت بر اساس مصوبه هیئت وزیران و مطابق روال همه ساله، زمان شروع کار کلیه وزارتخانه ها، سازمان ها، شرکت‌ها و مؤسسات دولتی در روز‌های شنبه و چهارشنبه مورخ ۴ و ۸ خرداد ماه برابر با نوزدهم و بیست و سوم ماه مبارک رمضان با دو ساعت تأخیر تعیین می‌گردد.🔹 dolat.ir/detail/322585🆔 @IUST_Official
892,,Negin,2019-05-24 10:53:46,می شه خواهشا مهلت تمرین یازده رو تا دوشنبه تمدید کنید ؟ الان واقعا دوتا تمرین با یه تاریخ تحویل خیلییی سخته@Alihyd1
891,,Sepehr,2019-05-23 22:47:55,سلام، خسته نباشید، میشه در مورد کلاس StringWriter که توی تمرین ۱۱ هست توضیح بدین؟چجوری می‌تونیم از داخل خود کلاس Account بهش دسترسی پیدا کنیم؟
890,889,Sadra K.h,2019-05-23 21:14:04,ممنون🙏🏻
889,886,Ali Heydari,2019-05-23 21:13:29,با استاد صحبت می‌کنم.
888,886,𝕽𝖒𝖆𝖓,2019-05-23 21:13:16,احسنت
887,,Sadra K.h,2019-05-23 21:12:53,چون واقعا خيلي كم شده
886,,Sadra K.h,2019-05-23 21:12:22,ببخشيد زمان تمرين رو ميشه بكنيدش تا يكشنبه يا دوشنبه..
885,884,Ali Heydari,2019-05-23 21:12:06,حتما نظر قطعی‌تونو بگید.
884,,Ali Heydari,2019-05-23 21:10:52,کلاس یک‌شنبه‌ها ۱۲:۰۰-۱۳:۰۰ برگزار بشه شرکت می‌کنی؟public pollبله – 13👍👍👍👍👍👍👍 81%@Zahra_mzh1378, @had0007, @Babak_SSH, @DABIR_Rahmani, @amm_13, @MHossein_k, @iyasinaskarian, @hasansabor1378, @ddiimmoo, @sadra1771, @Alireza_Haqqani, @Seyed_RAZAVI_1999, @h_a_z_h_a_r_a_z_i_zخیر – 3👍👍 19%@lnegl, @sanjan98, Mohadese👥 16 people voted so far. Poll closed.
883,882,Ali Heydari,2019-05-23 21:09:08,یه نظرسنجی میذارم ببینم چن نفر مایلن بیان.
882,881,Omid 👽,2019-05-23 21:07:17,ميشه كلاساي يكشنبه رو تعطيل نكنيدچون ما (كلاس دكتر حكمي) ميانترم داشتيم نتونستيم بيايم
881,,Ali Heydari,2019-05-23 21:04:41,سلام به همگی. چند تا نکته:۱- با توجه به این که یک‌شنبه‌ی هفته‌ی قبل فقط دو نفر اومدن سر کلاس حل تمرین از این به بعد کلاس حل تمرین یک‌شنبه‌ها تشکیل نمی‌شه.۲- کارگاه UML کارگاه نسبتا مهمی بود و بخاطر آسون بودن انتقال مفهوم و روابط بین کلاسا توی سوالای امتحان احتمالا به کارتون بیاد پس اگر کارگاه رو نیومدین یا خوب متوجه نشدین حتما برید مطالعه کنید و یاد بگیرید. فقط در حد کلاس دیاگرام یاد بگیرید کافیه.۳- دقت کنید که مهلت تمرین ۱۱هم شنبه‌ست. و این‌که اگر می‌بینید که داکش خیلی مینیمم و ساده‌ست از عمد بوده که برید تستا رو بخونید و مهارت کدخوانیتون تقویت شه.۴- با توجه به تغییر تو تقویم دوشنبه‌ی هفته‌ی آینده تعطیل شده و کارگاه نمی‌تونیم داشته باشیم. اگر موافق باشید یه کارگاه جبرانی روز چهارشنبه بذاریم و توش WPF رو بهتون بگیم که یه ابزار برای طراحی UI توی سی‌شارپه.۵- تمام سعیم رو می‌کنم که نمرات رو قبل از آخرین مهلت حذف اعلام کنم که هرکسی بتونه تصمیم‌گیری کنه.۶- آزمون تایپتون رو هم اگر تایپتون سریع نیست به نظرم شرکت کنید چون WPM ملاکه و شاید مثلا تصمیم گرفته بشه که اون عدد اجباری رو کم‌تر کنیم یا متناسب با اون نمره بدیم مثلا به کسایی که به ۲۰ WPM رسیدن ۲۵ صدم بدیم.
880,,Alireza Haghani,2019-05-21 17:58:52,ممنون... اگر مشکلی بود دوباره مزاحم میشم😊
879,462,Ali Heydari,2019-05-21 17:49:57,.
878,876,Ali Heydari,2019-05-21 17:49:45,برنچ مستر رو روی اون یکی برنچت مرج کن و کانفلیکتا رو حل کن.
877,,Alireza Haghani,2019-05-21 17:36:54,علت اش رو متوجه شدم؟! چطور حل اش کنم؟!
876,,Alireza Haghani,2019-05-21 16:49:52,سلام...موقع درخواست pull request  پیغام conflict میده؟!علت چیه و چطور رفع اش کنم؟!
875,,Hossein,2019-05-20 23:09:04,آقایان امید میرزاجانی و بابک سفیدگر فردا منتظرشون هستم.
874,,Hossein,2019-05-20 23:08:46,سلام دوستان ؛ امیدوارم حالتون خوب باشه .
873,872,Ali Heydari,2019-05-19 09:02:48,بله
872,,Hazhar Aziz,2019-05-19 09:02:22,سلام تی ای امروز تشکیل میشه؟ @Alihyd1
871,,Hossein,2019-05-18 01:13:03,اسامی دوستانی که تا این لحظه برای آزمون تایپ وقت گرفته اند .با توجه به زمان باقی مانده ، لطفا سایر دوستان هم وقت خود را تنظیم کنند تا ان شاالله مشکلی نباشدممنون از همراهیتون🌸
869,,Hossein,2019-05-18 01:10:32,
868,,Hossein,2019-05-18 01:10:03,
867,866,Sauleh Eetemadi,2019-05-17 15:21:42,خط به خط اجرا/دیباگ کنید ببینید چرا.
866,,Amin Mir,2019-05-17 15:20:39,ببخشید یه سوالبعضی از تست های من که جای عدد از int.parse(input) استفاده میکنم کلا ران نمیشهچرا؟
865,,Sauleh Eetemadi,2019-05-17 09:49:36,سوال:سلام استادببخشید مزاحم میشم.من برنامه رو بردم روی حالت release mode ولی توی این حالت هم test هام پاس نمیشن و توی خود visual هم fail میشن چیکار باید بکنم؟جواب:سلام. برای گرفتن جواب سریع‌تر توی گروه بپرسید.سرور/سایت تست‌های شما را در حالتReleaseاجرا می‌کند. پس اگر تست‌های شما روی کامپیوتر خودتون پاس می‌شوند ولی روی سرور پاس نمی‌شوند، اگر در حالت Release قرار بدین مشکلش را می‌توانید روی کامپیوتر خودتون هم ببینید و دیباگ کنید.
864,804,Amin Mir,2019-05-17 00:15:18,سلام به جایی رسید ؟
863,862,Melika Nobakhtian,2019-05-16 23:03:18,ممنون
862,860,Ali Heydari,2019-05-16 23:02:49,اگه پیاده‌سازی درست باشه نه. اگه تستا پاس شده به احتمال زیاد مشکلی نیست. اگر مشکلی بود هم بازبیننده‌ی کدتون بعدا بهتون می‌گه می‌تونید رفع کنید.
861,860,Shaghayegh,2019-05-16 22:59:41,میشه جواب بدید لطفا؟
860,,Melika Nobakhtian,2019-05-16 22:37:21,ببخشید الان که فایل پایه تغییر کرده کسایی که pull request رو complete هم کردن باید متد رو تغییر بدن؟
859,858,Zahra Hosseini,2019-05-16 22:14:51,عه! همونه..ممنون
858,857,mostafa masoudi,2019-05-16 22:12:56,فک کنم توی try برنامه به قسمت assert.fail میرسه...باید برنامه رو یه جوری بنویسید که برنامه به اون خط نرسه...فکر کنم...
857,856,Zahra Hosseini,2019-05-16 22:10:43,سلام من اینو دیباگ که میکنم همه چی درست انجام میشه ولی اخرش این ارور میده سرچ کردم چیز مشابه پیدا نکردم که کمک کنهمیشه راهنمایی کنید؟
856,,Zahra Hosseini,2019-05-16 22:09:50,
855,,Amin Mir,2019-05-16 22:08:14,ممنون 🌺🌺🌺
854,853,Amin Mir,2019-05-16 21:18:51,خب فک کنم حواسشون نبوده
853,,Omid 👽,2019-05-16 21:18:21,کدی زده نشده.
852,851,Omid 👽,2019-05-16 21:18:12,تنها همین حالت وجود داره
851,842,Amin Mir,2019-05-16 21:17:48,این در حالتیه که میخوایم آزمون سخت تری از توانایی خودمون بگیریم !
850,833,Amin Mir,2019-05-16 21:15:30,@Alihyd1
847,,Mohammadmostafa Rostamkhani,2019-05-16 18:52:22,فقط باید تست هاش پاس بشه
846,,Mohammadmostafa Rostamkhani,2019-05-16 18:52:01,اره
845,833,Amir Esmaeili,2019-05-16 18:36:01,خب پس یعنی فرقی نمیکنه طبق چ منطقی بنویسیمش دیگه ! تست پاس بشه کافیه !!
844,835,Alireza Haghani,2019-05-16 17:52:54,.
843,,Alireza Haghani,2019-05-16 17:52:33,که تست پاس بشه
842,,Alireza Haghani,2019-05-16 17:52:19,باید خودتون بر اساس تست یک متد بسازید
841,,Alireza Haghani,2019-05-16 17:52:09,برا همه اینطوره
840,833,Negin,2019-05-16 17:51:40,برای منم نیست.
839,,Alireza Haghani,2019-05-16 17:50:54,الان چیکار کنم
838,,Alireza Haghani,2019-05-16 17:50:45,البته دوباره push هم کردم و بروز کردم شاخه رو
837,,Alireza Haghani,2019-05-16 17:50:23,حالا درستش کردم و بازم ارور قبل رو میده
836,,Alireza Haghani,2019-05-16 17:50:08,من اول فایل ام رو روی برنچ fb_A9 پوش کردم و خواستم بیلد بگیرم که ارور خورد
835,,Alireza Haghani,2019-05-16 17:49:20,آقا یک سوال
834,833,Hazhar Aziz,2019-05-16 17:48:35,برا منم همینطوری بود
833,,Amir Esmaeili,2019-05-16 17:47:53,اقا من متد اخر رو هم ندارم 😐 ایا برا همه اینطوریه ؟
832,,Amir Esmaeili,2019-05-16 17:47:42,
831,830,Amir Esmaeili,2019-05-16 15:16:10,تو داشتی ؟
830,829,Sadra K.h,2019-05-16 15:15:58,حالا كه نيست بايد بسازيش فك كنم.
829,828,Amir Esmaeili,2019-05-16 15:15:25,تو بعضیا بود
828,827,Sadra K.h,2019-05-16 15:15:18,بايد خودت بسازي.
827,,Amir Esmaeili,2019-05-16 15:14:53,اقا وقت بخیر . من فایل های پایه ایم هیچکدوم متد throwifodd رو نداره 😐
826,,Alireza Haghani,2019-05-16 14:46:40,منظورتون همون بود؟
825,,Alireza Haghani,2019-05-16 14:45:48,اون رو زدم کار نکرد!
824,,Alireza Haghani,2019-05-16 14:45:10,منظورتون Suppress JIT optimization on module load (Managed only) ه
823,820,Ghazal,2019-05-16 14:43:53,سلام،منم همین مشکلو داشتم، این طوری رفع شدhttps://stackoverflow.com/questions/8311303/cannot-obtain-value-of-local-or-argument-as-it-is-not-available-at-this-instruct
822,,Alireza Haghani,2019-05-16 12:31:08,چطور رفع اش کنم؟
821,,Alireza Haghani,2019-05-16 12:30:59,درحالت Release سه تا از تست متد ها این پیغام برای eh میاد؟
820,,Alireza Haghani,2019-05-16 12:29:39,Cannot obtain value of the local variable or argument because it is not available at this instruction pointer, possibly because it has been optimized away.
817,815,Mobin,2019-05-16 11:51:58,واو این گوگل چه چیز شاخیه، جواب همه‌ی سوالا توش پیدا میشه.
816,,Alireza Haghani,2019-05-16 11:50:35,ممنون
815,813,Ali Heydari,2019-05-16 11:50:31,http://lmgtfy.com/?q=visual+studio+change+debug+mode+to+release
814,808,Mobin,2019-05-16 11:50:24,همون بالا کنار سلکتوری که توش نوشته Any CPU باید Debug رو بکنی Release
813,812,Alireza Haghani,2019-05-16 11:47:10,خوندم... به حالت release mode باید دیباگ بشه...خوب این رو چطور انجام بدم؟
812,,Ali Heydari,2019-05-16 11:46:15,پیام‌های آقای رستم‌خانی رو کامل بخون
811,,Alireza Haghani,2019-05-16 11:45:36,چطور این کار را بکنم؟
